123.15015965124586, 260.74766355140184
104.4687768819164, 235.51401869158877
84.8506276699666, 210.74766355140187
67.56965605727032, 187.85046728971963
47.4834881245717, 163.0841121495327
28.334086634493417, 137.8504672897196
180.68219925058688, 282.7102803738318
162.936853922755, 257.4766355140187
220.46889352209604, 279.4392523364486
239.6984851356671, 253.2710280373832
259.8684881974718, 224.29906542056074
282.380042865266, 194.39252336448598
246.80551708049632, 197.66355140186917
222.88917724933296, 228.0373831775701
203.18937991164506, 255.60747663551402
184.04070742268942, 229.90654205607478
271.6578943531573, 167.28971962616822
229.0638167582778, 170.09345794392524
253.91619403093878, 139.71962616822432
280.6435621910858, 107.47663551401871
237.10761514572732, 114.01869158878506
213.6571070319448, 145.79439252336448
187.39702859142403, 178.50467289719626
203.27394404187382, 201.40186915887853
166.7641098167291, 204.20560747663552
143.78599443043143, 233.17757009345794
125.10534066222462, 207.4766355140187
105.48646244915217, 183.17757009345794
87.27164039832621, 158.8785046728972
69.05827634974557, 133.64485981308414
48.50627669966612, 107.47663551401871
29.827080933704636, 80.84112149532712
49.06906556636097, 46.72897196261684
70.18458308425795, 11.682242990654231
147.61252132328283, 180.37383177570092
128.4660358376952, 153.2710280373832
109.3166343476169, 128.03738317757012
91.10399930015892, 102.33644859813083
70.55418665344745, 74.76635514018693
91.66605916573111, 42.05607476635515
112.68097452870077, 71.49532710280374
130.42486185428726, 97.66355140186917
149.57061833875224, 125.2336448598131
168.71710382433986, 152.33644859813086
195.44447198448685, 120.09345794392524
175.8292387770277, 93.45794392523365
155.74744485106507, 65.88785046728972
136.6031463688454, 37.38317757009344
114.65219356437808, 7.943925233644848
161.92791636899122, 4.205607476635521
181.07440185457887, 31.30841121495331
200.21797133567586, 60.280373831775705
264.77102074737195, 81.77570093457945
247.49952614927028, 52.803738317756995
228.82397538892212, 23.8317757009346
220.29903626051583, 88.31775700934583
